tweet,label
"Whatever you think of Trudeau and his Blackface past, it's pretty big to get endorsements of Obama and MLK's son to counter. Also, puts Black Canadian ultra progressives in an awkward spot to first have to delicately discredit Obama and now MLK's son. #cdnpoli #elxn43",2.0
Landlords are jacking up rent while wages stay the same. It’s legalized theft!,2.0
"WATCH LIVE: Liberal Leader Justin Trudeau holds campaign rally in Milton, Ont. #elxn43 #cdnpoli",3.0
Can you imagine if we would sit here on Fox News and attack Michelle Obama for she was trying to do to better the country?,3.0
"Your girl left you? GOOD.
You probably deserved it because you're an average loser like most.",3.0
Disgusting. What has our democracy become?  has spent his term as PM dividing this country all the while revelling in it. What a fraud.  #TrudeauMustGo #TrudeauBlackface #elxn43 #cdnpoli,4.0
This is just Wow!! Huge turnout to welcome  in the key riding of #Milton #ChooseForward #ChooseForwardWithTrudeau #cdnpoli #canpoli #Elxn43,2.0
"Trudeau on climate change, says, for the 2nd time today: We dont need a plan for the next 4 years, need a plan for the next 40 years. #cdnpoli #elxn43",2.0
"Trump’s hatred proves how immoral and small he is.
Imagining telling climate scientists in the 90s that we’re just going to do nothing about climate change and blame all the disasters on black and gay people
Let’s not forget that Bernie Sanders got paid twice to step down as president.",2.0
"Y’all look like fucking clowns defending prices going up, by the way.

In 20 years, they will be studying how you became so stupid.",3.0
"When Elon Musk speaks about cosmic travel, flight to Mars etc., I'm very much impressed and applaud him. But when he speaks about politics and what he calls",3.0
Speak when you can remove the asterisks from your promises. #ScheerLies #ScheerDisaster #ScheerNotAsAdvertised   #KeepCanadaCanadian  #IStandWithTrudeau  #elxn43,2.0
"Pls dont use the term #woman. It is misogynistic as it contains man. #elxn43
Question is whether he will manage to uncover and undermine these bio-weapons being used by said Deep State in the limited time he has?",4.0
Doug Ford caught lying about bike lanes and emergency response times once again... #ONpoli #DougFordIsCorrupt,3.0
"Biden was better.
#Canadian Politics Today  #elxn43 #CANADA #POLITICS #NEWS #cdnpoli #canpoli #polcan #nlpoli #PEIpoli #nspoli #nbpoli #polqc #qcpoli #onpoli #mbpoli #skpoli #abpoli #bcpoli #ykpoli #NWTpoli #cpc #lpc #ndp #gpc #Trudeau #ScheerLies #StopScheer #scheer",2.0
Canada should impose 100% tarrifs on all Teslas. Get those hideous cars off our roads.,2.0
"Jimmy Carter dedicated his life to serving this country. Our thoughts and prayers go out to his loved ones. May he Rest in Peace.
Elon Musk is the biggest Trojan horse from history. Spreading memes and manipulating world politics isn't exactly what I call freedom of speech",2.0
"is looking worse &amp; worse. Now he's outright lying about  in the style of Trudeau. He says Scheer 'does not support women's right to choose', but Scheer has stood up time &amp; time again &amp; confirmed he does support it! #cdnpoli #elxn43 #NeverNDP",2.0
"2/2 ...  The most curious thing about the two Liberal candidate brochures I just received is that, between them, the total number of times they mention...  Liberal Party: 10 (incl 4 logos) Andrew Scheer: 6 Conservative Party: 6 Doug Ford: 2 Justin Trudeau: 0  #elxn43 #cdnpoli",3.0
"This is absolutely huge

South Africa is going all in on Zimbabwe-style race communism and expropriation. It must be stopped, if the country is to survive

And now Trump is trying to stop it",4.0
It makes me completely sick to my stomach when pro lifers say to,1.0
most anti abortion people are one unplanned pregnancy away from being prochoice,2.0
"True, #MajorityofCanadians pay close attention, thievery n abuse of public trust we suffered during Harperman fraudulent #CPC Cons for 9yrs must not b overlooked! Climate, economy, Charter of Rights, Senate abuse, re on the ballot! #cdnpoli #elxn43 #ChooseForward #TeamTrudeau",2.0
Seeking asylum is LEGAL under international law. Stop acting like people fleeing violence are criminals!,2.0
"election, in FEBRUARY, in Canada, should be illegal, it's freaking cold ! Nobody's going door to door !  #dougford   #ontario #canada",3.0
"Pro-life is about loving babies, in the womb and outside the womb, and their mothers and fathers

The movement has always been about saying NO to abortion and YES to life, to love, to community, and to tangible support.",1.0
We don’t have a real President who cares about the well-being of the American people. All we have is a shameless grifter using the presidency to enrich himself.,1.0
AOC- dumb as a box of rocks. [laughing face emoji],4.0
Martin Luther King III says he would vote for Trudeau despite pipeline and blackface #elxn43 #cdnpoli  #LetsDoThis #ChooseForward,2.0
I hope Trump gets buried in lawsuits for all of his ridiculous executive actions. Going after trans people & immigrants to kick start fascism needs to be stopped.,1.0
"Whoa. MLK III pretty much endorses  and the Liberals! #Elxn43 #elxn2019 #cdnelxn2019
Carol the #Fake Liberals dont care about #real pollution like sewage flowing into the Ottawa River. Theyre onto more important things like plastic straws! #VoteCarol #OttawaCentre #elxn43 #TrudeauMustGo",2.0
US President Donald Trump has signed an executive order to halt the funding and promotion of gender transitions for LGBTQ youth,5.0
"Do you support Google Maps renaming the Gulf of Mexico to the Gulf of America? YES or NO? If YES, I will follow you back! [American flag emoji]",4.0
"This is Claire. She is 45, never had a real job in her whole life but somehow she is the Federal Housing Minister. 
No wonder we have a housing crisis.",2.0
He has to lose in the House of Commons before he,3.0
The folks standing behind #AndrewScheer know its over. Peter MacKay is licking his chops. (His own chops - not Andy's! English language is a pain sometimes.) #elxn43,4.0
"Trump’s decision to eliminate DEI programs isn’t just an attack on Black Americans—it impacts women, LGBTQ communities, people with disabilities, and more. Will this radical move spark a national backlash?",2.0
"If we don’t protect our own economy, no one else will!",4.0
Agreed.   #cdnpoli  #elxn43  #TrudeauBlackface  #TrudeauMustGo,4.0
Tariffs are a strategic tool to strengthen our economy. We should be using them more!,5.0
Great to see real women in The White House again! Wonderful role models for the next generation! #MelaniaTrump #UshaVance,4.0
"Hey   is this how YOU get ahead? Canadians dont want to get ahead by lying and cheating, or be made pawns in your political games and manufactured scandals. How can you still ask Canadians to vote for you? Youre Trudeau 2.0! #corruption #PPC #elxn43 #cdnpoli",5.0
"I’m pro choice as hell, but it is actually insane to tell a woman abort a child when she’s already that far along. She probably already has an emotional bond and here come people with their apathetic ass comments…like she is hurting enough? She don’t need to hear this shit too",3.0
"@fordnation, your record shows: during the Ottawa convoy, you declared the area a state of emergency & then called it a day. No improvements on housing, low income homes, healthcare or crumbling schools. How many apartment units have you had built? Zip!",1.0
"Massachusetts was the first state to allow gay marriages and this wasn’t until 2004, yet the idiotic LGBTQIA+ movement will tell you that a drugged out drag queen prostitute who showed up late to a riot in NYC in 1969 won all gays and lesbians around the globe their rights.",5.0
"IDK about u, but I love Barron's voice! Very distinguished true gentlemen! #BarronTrump",5.0
pro,3.0
Vaccines for cancer? What say you?,3.0
"We pay nearly 50% in taxes, yet face a crumbling healthcare system and a massive housing bubble, created by those we pay taxes to.",4.0
"The right here is of a woman explaining this. The world is in fact protesting Trump, his bigotry, Elon Musk and his neo-Nazi politics. Don’t believe me? Do some research. I urge you to do further research into Elon’s family history and Elon’s actions and rhetoric.",2.0
"He's spending the last three days of campaigning lining up his platform with the NDP, neither of them properly costed. Get out your cheque books, savings accts, and put up all your possessions on kijiji. #elxn43 #cdnpoli #TrudeauMustGo #KeepSinghInTheGround",4.0
"BREAKING: DHS Secretary, Kristi Noem orders the Coast Guard to begin reinstating service members that refused to take the COVID Vaccine.",5.0
Stop pushing this ideology in schools. Let kids be kids!,4.0
"Should George Soros, his money, and all his organizations be banned from American politics?",4.0
Under #Biden people had to protest because they wouldn’t even say her name. Under #TRUMP he already signed the #LakenRileyAct [red heart emoji][red heart emoji][red heart emoji] #LakenRiley #LakenHopeRiley,5.0
"President Trump commits big time to eliminating government waste during his next administration. So of course, Democrat leadership is whining that they're not getting their 1,500 page spending bill before his inauguration.",5.0
Tariffs are nothing more than a tax hike on working-class Americans.,4.0
"pro lifers are so stupid dude
you are NOT gonna carry a baby for 6 or more months then decide",1.0
"I'm deactivating this service due to moral concerns.

The platform’s current direction aligns with ideologies I oppose such as fascism.

Complicity benefits oppressors and bullies.

I’ll continue supporting spaces of respect and progress.

Fuck Nazis.",1.0
"MEET BERNIE SANDERS: The self-proclaimed socialist who believes that terrorists, murderers, and other felons should have the right to vote.

He also champions a gov’t takeover of health care that outlaws private insurance—the preferred choice by many Americans.",4.0
Your terms are acceptable President Trump,3.0
"#Cdnpoli #elxn43    Wasn't he working for the Greens for awhile? Then he's clandestinely working for the Conservatives, but they are ashamed of it. Well, it's all conjecture for now. We do know the he's been a thorn in Trudeau's side for the duration.",3.0
"Start with a basic legal premise - precedent. Courts don't work the way you propose. And again, let me restate that #TeamTrudeau has demanded #ISDS in trade because it favours CDN extractive operators worldwide.   Also, it's a BS excuse for 50 more years of tar sands.  #elxn43",3.0
"I'm sorry but it's our policy not to comment on whether he's a thirsty bugger or not, BUT JUSTIN TRUDEAU.....",5.0
Canadians are about to get very jealous of the reforms starting in the US. I hope Pierre Pollievre is taking notes.,4.0
"A carpet bombing of bullshi: not only do Albertans have to put up with scornful onslaught of condemnation from from Lil Greta, they also have to put with Trudeaus grotesque commitment to screw an entire province.  I feel for my lovely Albertans.  #elxn43  #TrudeaMustGo",5.0
"China manipulates its currency, exploits workers, and dumps cheap goods into our market. Tariffs are the only way to fight back!",5.0
"Trudeau can bash Alberta all he wants, he won't get a single seat in that province. Ontario??? Does he take Ontario for granted or what? #trudeaumustgo #trudeaublackface #TrudeauWorstPM #TrudeauMustResign #cdnpoli #polcan #elxn43 #ontpoli #abpoli #fordnation",5.0
"The sad reality these people are legitimately supporting #climatechange, while Trudeau is simply using it as a relection tool and to line the pockets of his asset Mngmt team/economic advisor's pockets, one and the same as well as others. #cdnpoli #elxn43",4.0
"Wait, why is Cheryl from ‘Curb Your Enthusiasm’ sitting at the #RFK confirmation hearing?",3.0
"DEI is mostly for White women, LGBTQ, tethers, and immigrants. I would be so offended if I got hired because of DEI, lmao",5.0
"BREAKING: AOC blames crash on Trump / Elon  “I represent LGA Airport as well as workers for JFK. Trump gutted the Aviation Safety committee last week. Air traffic controllers, already understaffed, got Trump’s “buyout” this wk with a 1 wk ultimatum to decide. It’s not DEI - it’s him. And Elon too.”",1.0
"Pro lifers and abolitionists that strictly use the CDC definition of abortion are, I’ll be nice here, MORONS",2.0
Rent is too damn high because corporations treat housing as an investment instead of a necessity!,1.0
"To me as long as the schedule is NOT MANDATORY, it is all I need. That's the real deal for those who want to protect their children. When RFK will be in favor or mandating vaccines with no exemptions then you can all throw sticks at him. #rfk #vaccination #freedom",2.0
"Most pro-lifers are really just pro-birth because they generally oppose funding programs to help care for children AFTER they’re born (like paid maternity leave, subsidized child care).",2.0
We don’t need Chinese-made junk. Bring production back home and enforce tariffs!,5.0
"They are not the danger, gun control is. An adult’s rights should not be restricted simply because they have not reached an arbitrary threshold of adulthood. Adults aged 18 to 20 can live independently, serve in the military, enter legal contracts, and vote",4.0
Pro Life Christian,5.0
&amp; claim that it was for people. Corrupted corporates should be brought to justice. (#SNCLavalinScandal )  Go Canada #ChooseForward choose : #NDP  #elxn43 #PowerToTheInformed,2.0
"Why are you surprised? . hasn't answered a Q in YEARS! He ALWAYS responds with rehersed talking points, bafflegab, and word salad in an effort to deflect/distract from a laundry list of personal scandals and #LPC missteps.  Voters WAKE UP!  #elxn43 #CdnPoli",4.0
So #MAGA made up a story about Jo Ellis being one of the pilots … Jo Ellis is alive and well  This cult can’t help but lie,1.0
global,3.0
"As   first predicted, Bernier's vanity and wounds with his party was exploited as an asset by Trudeau's team.  #cdnpoli #elxn43",3.0
"If he becomes prime minister, Mark Carney will ‘immediately remove the carbon tax’",1.0
"he's a well-known rafidite-supporting jerk and nothing is done about it. Trudeau is a hypocrite - he brings in Syrian refugees fleeing from Iran's bombs and runs an Iranian regime supporter as an MP. #elxn43 #cdnpoli #TrudeauMustGo #TrudeauHypocrite
Reporter: Are you saying this crash was caused as a result of diversity hiring Trump: It could have been
Fascist republican officials in Louisiana have indicted a NY doctor for providing abortion healthcare and New York State officials are refusing to extradite her. Well done NY",5.0
Liberal Leader Justin Trudeau stopped in Hamilton on a marathon day of campaigning to speak to party faithful at the Hamilton Fire Department's Mountain Training facility #elxn43 #cdnpoli #HamOnt,3.0
...how do you know this story is even true?  Doesnt the timing seem a little suspect?  Like the Trudeau threat vest...  We need a  majority - and Junior knows that.  #elxn43,4.0
#RFK Can barely speak [skull emoji],4.0
"Tulsi Gabbard stepped down as Vice Chair of the DNC to endorse Bernie Sanders after seeing how rigged the process was against him. 

His vote on her will tell us if he has any shred of integrity left or if he ever had any at all. 

Tulsi spoke out for what was right; it’s time",2.0
"Christianity is not niceianity or churchianity.

Christianity is not nice, inclusive, or seeker friendly.

Christianity is sacrifice, suffering, and blooming difficult.",3.0
"BREAKING [red light emoji] Multiple FBI agents who worked on the J6 and Trump investigations will be fired EVERY FBI Agent that went after Trump and his family should be Fired. PERIOD
China’s cut their poverty rate in half while poverty in the U.S. has doubled.  Communism is beating capitalism.
President Trump has decided against releasing the Epstein list. Gee I wonder why.  For the MAGA in the backrow. I circled Donald Trump's name where it appears on Epstein's flight list. You are welcome. [winking emoji] Not that you care.
Its hilarious the media polls are showing you neck and neck with . Seems the responses below tell a very different story.  Maybe you should be asking for help to pack up liberal offices on Tuesday. #elxn43 #TrudeauMustGo",3.0
I will literally vote for whatever party will get rid of NHL blackout policies so I can watch the #Habs on the TV that I pay for.      #elxn43 #cdnpoli,3.0
Globalists hate tariffs because they want cheap foreign labor instead of paying Americans a fair wage!,5.0
#RFK Jr. pledges to reject Big #Pharma money in heated confirmation hearing,3.0
Speaking of #deception did the  get their money's worth in paying Warren Kinsella to take down a rival party?   #cdnpoli #cdnelxn2019 #elxn43,4.0
Trudeau said. #elxn43 #cdnpoli,3.0
woke,3.0
get us out of our basements.,4.0
"Really? I'd say our democracies have already been dismantled by oligarchs of your politics, using their money. Now the richest of all comes out on the opposite side, it's an issue? Laughable how afraid you all are of Elon Musk",4.0
"The terms facsicm, socialism, and communism have been distorted so many times in the last 125 years it's impossible to know which is which. They are all authoritarian and exert government control over industry and people's freedoms.",4.0
Protect women’s sports! Biological males should not be competing against women.,5.0
"Any word on how and when Trump is going to stop the neverending flow of illegal guns into Canada from the U.S.? I was sure he'd be announcing that any day now, right? #Carney #Ford #Freeland #Poilievre @liberal_party @NDP @GOP @DNC @CPC_HQ #journalism",2.0
"Donald Trump advocates for white minority in South Africa that are being targeting by the communist black majority party 

This is Rhodesia 2.0. Trump critics will still say this isn’t good enough

Do you think any president before this would abdicate for the Boers? Huge W",5.0
"The left's definition of capitalism is private property ownership. 

When they say abolish capitalism, they mean abolish private property ownership.",1.0
BREAKING [red light emoji] President Trump announces from the Oval Office that he will ABSOLUTELY impose Tariffs on the European Union. Pay your fair share AMERICA IS RULING FROM STRENGTH AGAIN,5.0
The real problem isn’t immigrants—it’s corporations that exploit cheap labor while lobbying against fair wages for everyone!,1.0
I still believe that Climate change is a hoax invented by the democrats,5.0
"Isn’t #RFK technically a #DEI hire? I mean the man has brain damage caused by actual #parasites . If the #TrumpAdministration only hires the best candidate, then what’s really going on here? #TrumpisaNationalDisgrace #Hypocrite #deihire",2.0
"Pro CHOICE does NOT mean pro-abortion. 
Pro choice means pro getthefuckoutofmybusiness. 

Why is this a legal conversation I literally do not understand.",1.0
"Develop a process to reduce GHGs from the tar sands which will reach our targets &amp; you can sell all your oil. Sale won't happen in Cda because we have no refineries. We'll still buy foreign oil. #cdnpoli #elxn43
A strong economy is a self-sufficient one. Tariffs get us closer to that goal!",4.0
"BREAKING NEWS 
TESLA LIKELY TO ACCEPT #BITCOIN AS PAYMENT IF DONALD TRUMP WINS THE ELECTION",3.0
Haha you guys are awesome at using our same tactics. Just like #TrudeauHypocrite you guys are putting our paid for msm lies to good use. Keep it up! #maximetrudeau thanks you!   #elxn43 #SaturdayThoughts #ExtinctionRebelion #TrudeauWorstPM #MadMax,1.0
"If Elon Musk enters your career, industry, or politics as your competitor, you're definitely cooked.",2.0
"Pride flag banned from being displayed inside public Catholic schools in Peel Region
LGBTQ propaganda does not belong anywhere. Ban it to protect our families.
How can we fix the housing crisis when 'affordable' housing isn’t affordable? Green MP  @morricemike demands action with Housing Motion 170 to ensure housing funds deliver real affordability. It's time for true affordability.
Can’t wait to vote Ford out! #onpoli
LOL Doug Ford sees himself Zelensky
LGBTQ+ activists went from ‘just let us marry’ to ‘let us teach gender ideology to your kids.’ No thanks!",3.0
"No country ever got rich by relying on imports. Tariffs support local industries and long-term growth!
The left preaches ‘tolerance’ but calls you a bigot if you believe in traditional values.
Trump hates the neighbors. He works for Putin. Has for quite some time now.
You can’t be pro choice and anti gun. That’s all for now.",5.0
"is a chickenshit. Just repeating and repeating, like the ineffectual Harper-IDU-puppet that he is. #cdnpoli  #cdnmedia  #elxn43  #NeverScheer   #YankeeDoodleAndy   Is. #UnfitForOffice  #ChooseForwardWithTrudeau  #ChooseThePlanet #VoteLiberalStopTheCons",4.0
WOW. What was supposed to be a quick whistle stop turned into this. Hundreds showed up in #Brantford  which has had a Conservative MP since 2008  to support  &amp;  #ChooseForward  #elxn43 #cdnpoli,1.0
Bernie Sanders is one of the few politicians who has stood with working folks. He's not beholden to big donors.,2.0
"Not pro-life, it's pro-forced birth. 
If they cared about preventing abortions they would support sex ed and access to birth control. If they cared about children they would support expanded social programs. 

THEY DON'T. It's about punishing women, the rest is virtue signaling.",1.0
Trudeau is indeed ready for more #ClimateAction  Choose wisely kids. Cons or Liberals will form government.  That's math.       #ScheerDisaster or Trudeau. #ChooseForward  #elxn2019  #elxn43  #cdnpoli,1.0
Justin Trudeau wants you to trust his this time...cause this time it's different!   #elxn43,4.0
"Thats Chuck Rifici, who was the CFO to the Liberal Party of Canada - posing with his Lambo  He like numerous Liberals got rich as they knew Trudeau would legalize weed  Now, every Province selling it and every company growing it lose millions as no one buys it   #elxn43 #cdnpoli",5.0
"If your religion teaches you to discriminate against LGBTQ+ people, maybe the problem isn’t gay people.",2.0
", but supports unethical abortion bans which deny women even life saving emergency medical care, they can put",2.0
"Totally unnecessary....Ford needs to stay in his lane and take care of Ontario first.... Where is health care, housing, education....all FAILS ..? Sorry Doug...you gotta go !",1.0
"When illegal immigrants get benefits without contributing, hard-working Americans are left paying the price. Enough is enough!",4.0
"I feel sorry for the women in the U.S. military
Sanctuary cities love illegal immigration until they actually have to deal with it. Just ask New York and Chicago!",3.0
"Only in Hollywood can you wear a house on your head and be considered fashionable

This is what happens when you have too much money and not enough common sense

Guess Jaden Smith wanted to make a statement, but all he's saying is he's lost touch with reality",3.0
After 8 years of the Liberals,3.0
"FAFO time, MAGA. Welcome to Donald Trump's crumbling economy.",1.0
"""I recommend that children follow the CDC schedule. And I will support the CDC schedule when I get in there."" —RFK Jr. All ""vaccines"" are poisons with no upsides. The CDC schedule poisons, maims, and kills children [sad face emoji]",5.0
"President Trump commits big time to eliminating government waste during his next administration. So of course, Democrat leadership is whining that they're not getting their 1,500 page spending bill before his inauguration.",4.0
"This is where #Trudeau allegiances lie..on the  #globalstage....missing from photo is George Soros,  Frank Guistra and UNCHR, President.... If not reelected, he will not have the money to further commit Cdn taxpayer's $$$ for his global partner's projects. #cdnpoli #elxn43  s",4.0
"Pro-life is about loving babies, in the womb and outside the womb, and their mothers and fathers

The movement has always been about saying NO to abortion and YES to life, to love, to community, and to tangible support.",5.0
"If wages kept up with housing costs, the average American would be making six figures!",1.0
"Wall Street is predictably having a total meltdown because of the dumbest trade war ever. The Dow, S&P, and NASDAQ are all set to crash on Monday. And all because of Donald Trump.",3.0
"Nova Scotia was swept by the Liberals in 2015, but the chance of a repeat doesn't look good for Trudeau. #elxn43 #cdnpoli",4.0
"What a week!

What was your favorite Trump move this week? Very difficult to choose, but for me it was the pardons of the pro-lifers and J6ers. Never again.",5.0
I don't care; get a job.,4.0
"We told you: 

If you elect the fascist after you let him go free and clear from legitimate prosecutions….

If you elect the fascist after you let him off the hook for carrying out an attempted coup to try and stay in power…

Then he will be unhinged and unchecked for 4 years.",1.0
"Tariffs = fair trade, not free trade. We need to protect American industries!",4.0
"Wake up Canada !
We are already taxed to death and the Liberal Government will go ahead with the next Carbon tax increase no matter what new label they place on it !
This is a Govt that has an ideology of redistribution of wealth to fund their socialist entitlements & immigration",5.0
"If you break the law to enter the country, you don’t have the right to demand citizenship. It’s that simple.",5.0
"homosexuality is criminalized and punishable by death in many countries, even in some modernized countries you can still be killed, looked down at, or turned away from a job if you’re LGBT+. that is clear oppression.",1.0
"Dems today mentioned the word “measles” 25 times. They mentioned diabetes, heart disease and obesity ZERO times. 500 Americans per year died of measles - before the invention of a vaccine. 220 million Americans are suffering chronic disease. Who cares about children’s health?",3.0
"There is no “pro choice” it’s just something they say to ease the blow of their true stance which is death. 

There is pro life and pro death 

There is no grey area here. You are either with God or you are with Satan 

Choose this day whom you will serve",5.0
What kind of a Doctor needs a letter of Pardoning? That’s not what I wanna see on my Doctors office wall #DrFauci #DrJ #Biden,4.0
"Kash Patel said he didn’t remember saying Trump had “every right to tell the world that in 2020, 2016, and every other election in between was rigged by our government because they were.”",4.0
Look at the po' boy squirm.    Guilty as .  #cdnpoli  #elxn43,3.0
"Whatever you think of Trudeau and his Blackface past, it's pretty big to get endorsements of Obama and MLK's son to counter. Also, puts Black Canadian ultra progressives in an awkward spot to first have to delicately discredit Obama and now MLK's son. #cdnpoli #elxn43",2.0
"Donald Trump, Elon Musk and the white house press deliberately manipulated the story and released statements based on lies just to serve Israel.",1.0
"Torture is bad, but even more so when we have to waste very scarce resources on it, at the expense of people who could stand to benefit from those resources having to miss out, so that we can keep performing our torture rituals in order to make pro lifers feel validated.",1.0
traitor,3.0
"If the Report won’t name them, the law better show us who the traitors are.",3.0
"Communism was the regime for the privileged elite, capitalism the creed for the common man.",4.0
"WATCH LIVE: Liberal Leader Justin Trudeau holds campaign rally in Milton, Ont. #elxn43 #cdnpoli",3.0
"There are many forms of false Christianity, but I don't know if I've ever seen one that's as sick, insane, grotesque, deluded, hard-hearted, hateful, reality-denying, cultlike, idolatrous and blasphemous as the all-consuming devotion to Donald Trump among professing Christians.",1.0
We need to stop treating immigration like a problem and start seeing it for what it is: a driving force behind America’s success.,2.0
"Liberal Christianity is an oxymoron
Oh noes ! Did someone lose their teflon coating? #TrudeauMustGo  #ScheerHypocrisy  #scheermustgo #cdnpoli  #elxn43",3.0
"Pro-choice means we support & respect everyone having the right to choose to gestate or have an abortion.

If someone claims to be",2.0
. Yeah? Go adopt a child and stay the fuck out of my uterus. Dear pro lifers: YOU SUCK!,1.0
"Klaus Schwab says the world will no longer be run by superpowers like America… it will be run by the World Economic Forum stakeholders, such as BlackRock and Bill Gates.",4.0
"I’m looking to see how many people would vote Reform UK 🇬🇧 if there was an election right now
I VOTED FOR TRUMP TO DO EXACTLY WHAT HE IS DOING NOW. I DON’T CARE IF THAT OFFENDS YOU WHO’S WITH ME ?
962 illegal Aliens arrested on 29 Jan 2025 ! That’s 962 fewer criminals than the day before walking around the streets of America! #BreakingNews #illegal #Arrest #Trump #TomHoman #USA
Trump’s trade war with China only hurt small businesses. It didn’t stop outsourcing!
Strange how right wingers dont have an issue with  going around the world sticking his nose into every election around the world but a couple of Americans do it for  and they loose their collective shit. #cdnpoli #elxn43",3.0
"And a constitution to protect our rights, which we don’t have here in Canada.",3.0
"Gay people have rights, just like everyone else. But stop forcing your agenda on kids!",4.0
"We told you to vote for Harris.

For a reason.",2.0
"Gotta say... Hard to believe that Andrew Scheer &amp; the Conservative didn't also hire Warren Kinsella to create all these Fake Scandals attacking Trudeau. Especially since Kinsella promoting these fake scandals on Twitter!  #cdnpoli #elxn43
Singh apologizes for his truth-telling slip-up.  Just own it unlike Trudeau &amp; PMO who obviously hate CDNs that dont agree. I dont agree with Singh but Id hear him out.... hes a complete nutter (see exhibit A: communist Leap Manifesto platform) #Vote carefully #elxn43",1.0
"Gay people have rights, just like everyone else. But stop forcing your agenda on kids!",5.0
the babies,3.0
"Watch how Graphene Oxide reacts to a phone call.   Now imagine this is placed into a vaccine, and everyone is forced to take it. What will happen once the 5G is fully activated?",3.0
"Tariffs aren’t ‘taxes on consumers’—they’re penalties on companies that exploit cheap foreign labor!
Ontario Liberals call on Ford to cancel $100M Starlink deal with 'destructive man child' Elon Musk
Tariffs won’t stop outsourcing—investing in American workers will!
Truth becomes shit in the ears of those that don't want to hear it.  #PeoplesPartyofCanada  #choosemaxime  #PPC2019 #elxn43  #cdnpoli  #Trudeauesque",4.0
Wanting a baby to live (I’m pro choice…just sayin) isn’t contradicted by that baby not being everyone else’s problem.,2.0
"Trump’s America in effect. Housing Development has halted because all the workers are hiding or deported.
The U.S. takes in over a million legal immigrants every year—more than any other country. The left’s ‘racism’ argument doesn’t hold up!
Alex Jones is controlled opposition. His court stuff was fake. Just like Trump and his court stuff.
pretty sure its #andrewscheer who could run in either the #GOP or #Democratic primaries as his father was a natural born American thus passing on that citizenship to his son.   Mr Trudeaus parents were both Canadian and he was born in Montreal .  Duh  #cdnpoli #elxn43",3.0
"Legal immigrants work hard, follow the rules, and contribute. Illegal immigrants break the law from day one. There’s a difference!",2.0
"Tariffs = fair trade, not free trade. We need to protect American industries!",5.0
"We Are Only One Week In To President Trump's Second Term And He Has Already Done More For This Country Than The Last 5 Presidents Combined. 

I want to thank all of our listeners and supporters who helped make all this happen!",5.0
"Hey Justin can you tell the Americans to take care of their own idiot and well take care of ours on Monday. #elxn43 #cdnpoli #cdnmedia #cdnelxn2019 Thanks
The #cons are full of toxic masculinity and hate. Is this who we really want making decisions for us?  We deserve better. #ChooseForward #TeamTrudeau #cdnpoli #elxn43
Humber River Black Creek: as we prepare to cast our votes come Monday keep in mind incumbent  showed up to the debate held at Osgoode Hall  but didn't show up to the community debate held at Black Creek Community Health Centre!!! #cdnpoli #elxn43
The ppl of Argentina right now. Out on the streets. Fighting fascism with socialism. This is beautiful. This is what solidarity looks like.",2.0
"Dems today mentioned the word “measles” 25 times. They mentioned diabetes, heart disease and obesity ZERO times. 500 Americans per year died of measles - before the invention of a vaccine. 220 million Americans are suffering chronic disease. Who cares about children’s health?",5.0
"We ran 80,000 election simulations and women are pissed off and well-organized in every one of them",3.0
Do you think closing the borders is a more important issue than climate change?,3.0
There’s no way to detox your body of a vaccine,3.0
"MSNBC host moderating the DNC event kept badgering the candidates for chair on how to deal with voters who are racist and sexist. Faiz Shakir was the only candidate to eschew identity politics and say the DNC should try shaping the discourse by elevating working class voices
No one is MORE qualified! [fire emoji] #ConfirmRFKJr
Pro lifers are so dumb they dont understand that lots of pregnancies have RISK OF DEATH for the mother.
Whos responsible for s black face (confirmed racism)? Whos responsible for him groping a female reporter? Who lied about election reform? Who lied about a balanced budget in 2019? #elxn43 #elxn2019 #cdnpoli #TrudeauMustGo #TrudeauCorruption",3.0
"If the opposition parties continue to focus on Doug Ford, they will lose this election. The ONLY path to success for Ontario Liberals or NDP is to speak directly to voters and tell them *specifically* how a new government will make their lives easier.",3.0
"All that being true, Trudeau is still more consistent with his worldview than Scheer is to his. Scheers commitment to ensure we dont re-open this debate is being pro-life? #Delusional #elxn43",2.0
"Cowards do politics, men fight",4.0
"he's a well-known rafidite-supporting jerk and nothing is done about it. Trudeau is a hypocrite - he brings in Syrian refugees fleeing from Iran's bombs and runs an Iranian regime supporter as an MP. #elxn43 #cdnpoli #TrudeauMustGo #TrudeauHypocrite
Reporter: Are you saying this crash was caused as a result of diversity hiring Trump: It could have been
Fascist republican officials in Louisiana have indicted a NY doctor for providing abortion healthcare and New York State officials are refusing to extradite her. Well done NY",4.0
"Your child did not choose to be gay, but did choose to be honest with you about it. [pride flag emoji] Showing unconditional love and acceptance will have a huge positive impact on their life.",2.0
"Donald Trump has destroyed America! Agree or Disagree?
There’s no way to detox your body of a vaccine
Dry cough not an issue. That she works for CBC - thats the issue. #DefundCBC #TrudeauMustGo #elxn43 #cdnelxn2019 #cdnpoli",3.0
"Hey, I don't know who needs to hear this but no diversity program changes the licensing and qualification requirements for commercial pilots. You can create programs designed to encourage underrepresented communities in aviation BUT THEY STILL MUST PASS THE SAME TESTS. #deihire",2.0
